"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","private_place_guess","geoprivacy","coordinates_obscured","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","oauth_application_id","captive_cultivated"
"Atalopedes campestris","2016-12-04 00:00:00 -0500","","Parque El Virrey",4.673997,-74.056207,"","Sachem","https://www.inaturalist.org/observations/5871304","https://static.inaturalist.org/photos/7314232/medium.jpeg?1492700826","juan_carlos_caicedo_hernandez",5871304,"Sachem","Insecta",52075,"false",1,0,"2016-12-04","2016-12-04","","Bogota",NA,"","","false","","",NA,412180,"2017-04-20 08:07:01 -0700","2017-04-21 19:27:45 -0700","research","CC-BY-NC",NA,"false"
"Atalopedes campestris","2016-12-07 11:18:00 -0600","","Brownsville, TX, USA",25.996518091,-97.5685501099,"","Sachem","http://www.inaturalist.org/observations/4733595","https://static.inaturalist.org/photos/5723673/medium.jpeg?1481159680","mako252",4733595,"Sachem","Insecta",52075,"false",1,0,"2016/12/07 11:18 AM CST","2016-12-07","2016-12-07 10:18:00 -0700","Central Time (US & Canada)",2,"","","false","","",NA,18812,"2016-12-07 18:18:34 -0700","2017-06-20 22:10:28 -0700","research","CC-BY-NC",NA,"false"
"Atalopedes campestris","2016-12-03 15:25:00 -0600","","South Padre Island, TX 78597, USA",26.1377042822,-97.1735197306,"","Sachem","http://www.inaturalist.org/observations/4694841","https://static.inaturalist.org/photos/5692276/medium.jpeg?1480822305","javigonz",4694841,"Sachem","Insecta",52075,"false",2,0,"2016/12/03 3:25 PM CST","2016-12-03","2016-12-03 14:25:00 -0700","Central Time (US & Canada)",4,"","","false","","",NA,94135,"2016-12-03 20:44:50 -0700","2017-07-09 10:10:21 -0700","research","CC-BY-NC",NA,"false"
"Atalopedes campestris","2013-12-09 21:17:00 -0500","","9800 17th Ave NW, Bradenton, FL 34209, USA",27.513546,-82.660024,"Insects, Butterflies, brown, Florida, TRAVEL, Bradenton Dec 2013","Sachem","http://www.inaturalist.org/observations/4384338","https://static.inaturalist.org/photos/5260849/medium.jpg?1476799298","heatherpickard",4384338,"Sachem","Insecta",52075,"false",1,0,"2013/12/09 9:17 PM EST","2013-12-09","2013-12-09 19:17:00 -0700","Eastern Time (US & Canada)",152,"","","false","","",NA,167033,"2016-10-18 07:02:04 -0700","2017-03-22 14:10:11 -0700","research","CC-BY-NC",NA,"false"
"Atalopedes campestris","2015-12-28 13:27:00 -1000","","Viera Wetlands, North Wickham Road, Melbourne, FL, United States",28.2268596,-80.7637192,"","Sachem","http://www.inaturalist.org/observations/3738287","https://static.inaturalist.org/photos/4344942/medium.jpeg?1469387392","jokurtz",3738287,"Sachem","Insecta",52075,"false",2,0,"2015/12/28 1:27 PM HST","2015-12-28","2015-12-28 16:27:00 -0700","Hawaii",892,"","","false","","",NA,267179,"2016-07-24 12:23:39 -0700","2017-03-22 14:03:40 -0700","research","CC-BY-NC",NA,"false"
"Atalopedes campestris","2015-12-23 15:39:40 -0800","Hidalgo County, Texas, US","North America Butterfly Center",26.179538,-98.365795,"","Sachem","http://www.inaturalist.org/observations/2646837","https://static.inaturalist.org/photos/2971154/medium.jpg?1454692310","finatic",2646837,"Sachem","Insecta",52075,"false",1,0,"2015-12-23 15:39:40","2015-12-23","2015-12-23 16:39:40 -0700","Pacific Time (US & Canada)",5,"","","false","","manual",NA,10285,"2016-02-05 10:11:12 -0700","2016-02-05 15:29:27 -0700","research","CC-BY-NC",NA,"false"
"Atalopedes campestris","2015-12-22 14:22:17 -0600","","902 Short Rd, San Juan, TX, US",26.1990833333,-98.1412111667,"","Sachem","http://www.inaturalist.org/observations/2518245","https://static.inaturalist.org/photos/2827122/medium.jpg?1451492054","javigonz",2518245,"Sachem","Insecta",52075,"false",1,0,"Tue Dec 22 2015 14:22:17 GMT-0600 (CST)","2015-12-22","2015-12-22 13:22:17 -0700","Central Time (US & Canada)",NA,"","","false","","",NA,94135,"2015-12-30 09:12:31 -0700","2017-09-25 22:28:56 -0700","research","CC-BY-NC",3,"false"
"Atalopedes campestris","2015-12-05 00:00:00 -0600","Walked out of water my plants and saw several of these flying around my Lantana bush","My Back yard in Corpus Christi, TX",27.749034,-97.399008,"","Sachem","http://www.inaturalist.org/observations/2453168","https://static.inaturalist.org/photos/2741571/medium.JPG?1449354142","philipwoodscc",2453168,"Sachem","Insecta",52075,"false",2,0,"2015-12-05","2015-12-05","","Central Time (US & Canada)",NA,"","","false","","",NA,143067,"2015-12-05 15:21:50 -0700","2017-09-25 22:02:56 -0700","research","CC-BY-NC",NA,"false"
