"taxon_id","total","01","02","03","04","05","06","07","08","09","10","11","12"
258197,5,0,0,0,0,1,0,1,2,1,0,0,0
258200,62,0,0,1,5,3,25,22,4,2,0,0,0
258211,29,0,0,2,2,0,0,3,1,3,6,12,0
258214,6,0,0,0,0,1,0,1,1,1,2,0,0
258215,7,0,0,0,1,0,1,1,1,0,3,0,0
258230,11,1,1,0,0,0,4,1,0,1,1,1,1
258232,1,0,0,0,0,0,0,0,0,0,0,1,0
258233,1,0,0,0,0,0,0,0,0,0,0,0,1
258255,3,0,0,0,0,0,0,3,0,0,0,0,0
258260,2,1,0,0,0,1,0,0,0,0,0,0,0
258261,3,1,1,0,0,0,0,0,1,0,0,0,0
258330,1,0,1,0,0,0,0,0,0,0,0,0,0
258353,4,0,1,0,0,0,1,1,0,1,0,0,0
258363,3,0,0,0,0,1,0,0,1,1,0,0,0
258366,1,0,0,0,0,0,0,0,1,0,0,0,0
258370,8,1,0,0,0,0,0,0,0,0,0,3,4
258374,3,0,0,0,0,0,1,0,1,1,0,0,0
258377,1,0,0,0,0,0,0,0,0,0,1,0,0
258382,2,0,1,0,0,1,0,0,0,0,0,0,0
258384,1,0,0,0,0,0,0,0,0,1,0,0,0
258387,3,1,0,0,0,0,1,0,0,0,0,0,1
258389,3,0,0,0,0,0,0,0,0,0,1,2,0
258390,5,0,0,1,1,0,0,0,1,0,1,0,1
258391,1,0,0,0,0,0,0,0,0,1,0,0,0
258407,3,2,0,0,0,1,0,0,0,0,0,0,0
258443,1,0,0,0,0,0,0,0,0,0,0,1,0
258445,1,0,0,0,0,0,0,0,0,0,1,0,0
258670,1,0,0,0,0,0,1,0,0,0,0,0,0
258672,19,0,0,1,0,1,3,1,4,2,2,2,3
293376,2,0,0,0,0,0,0,1,1,0,0,0,0
293859,4,2,0,0,0,0,0,0,1,0,0,0,1
293871,3,0,0,1,0,0,0,0,0,2,0,0,0
293881,3,1,1,0,1,0,0,0,0,0,0,0,0
293898,2,0,0,0,0,0,0,0,1,1,0,0,0
293902,8,0,0,0,0,0,0,2,3,2,0,1,0
293905,14,0,1,0,0,0,3,3,3,1,3,0,0
293912,5,0,0,1,0,1,0,1,1,0,0,0,1
293920,30,0,0,0,4,3,7,7,4,3,1,1,0
293953,2,0,0,0,0,0,0,0,0,2,0,0,0
293954,18,2,0,1,0,0,3,2,0,1,0,3,6
293968,2,0,0,1,0,0,0,1,0,0,0,0,0
293980,7,0,2,0,0,2,0,0,0,0,3,0,0
293982,1,0,0,0,0,0,0,0,0,0,0,0,1
293995,1,0,0,0,0,0,0,0,1,0,0,0,0
293998,9,2,0,0,0,0,0,2,1,2,1,1,0
294004,3,0,0,0,0,0,0,0,0,1,0,2,0
294005,2,0,0,1,0,0,0,0,0,0,0,1,0
294011,12,4,0,1,1,2,2,2,0,0,0,0,0
294015,45,10,3,8,1,4,6,7,1,0,2,3,0
321587,4,0,0,2,0,0,0,0,0,1,0,0,1
322330,3,0,0,0,2,1,0,0,0,0,0,0,0
335110,2,1,0,0,0,0,0,0,0,0,0,1,0
346970,183,0,4,92,71,9,6,1,0,0,0,0,0
346978,16,0,3,4,1,2,4,0,1,0,1,0,0
347790,17,0,0,2,0,2,0,1,2,7,2,0,1
349726,1,0,0,0,1,0,0,0,0,0,0,0,0
354946,13,0,0,0,1,0,2,2,1,4,3,0,0
362136,13,0,2,0,2,2,2,0,1,2,1,0,1
366191,3,0,0,0,1,0,0,1,0,1,0,0,0
367948,42,0,0,0,0,0,9,25,6,2,0,0,0
429276,4,0,0,0,0,0,0,0,0,1,1,2,0
47226,1295,0,19,53,151,149,347,355,144,59,15,3,0
474836,1,0,0,0,0,0,0,0,1,0,0,0,0
475232,3,0,0,0,0,0,1,0,1,0,0,0,1
480666,1,0,0,0,0,0,0,0,0,0,0,1,0
483726,13,0,0,0,0,0,3,8,2,0,0,0,0
484122,29,0,0,0,0,3,15,8,2,1,0,0,0
485087,4,0,0,2,1,1,0,0,0,0,0,0,0
48550,1797,37,42,39,72,48,60,118,325,408,470,117,61
48578,209,18,14,16,6,3,13,38,40,16,24,6,15
486403,12,1,0,0,0,0,0,0,1,4,4,1,1
49759,655,37,36,45,43,54,41,69,61,61,124,50,34
49972,3515,22,58,261,576,423,349,427,499,418,384,73,25
50071,705,1,12,32,76,79,96,164,119,92,31,3,0
50072,1433,5,21,56,60,94,143,226,432,253,121,17,5
50075,85,10,8,7,15,5,11,9,5,3,5,5,2
50340,3973,27,38,127,225,202,273,490,665,891,779,214,42
50931,3781,27,90,108,474,383,382,465,556,691,529,68,8
509478,4,0,0,0,0,1,0,0,0,0,2,1,0
509480,262,6,10,8,36,33,18,31,32,30,34,18,6
509626,3,0,0,0,0,0,0,1,0,1,1,0,0
509627,794,5,6,36,81,45,69,93,129,143,145,28,14
509629,14,0,0,1,0,1,4,4,3,0,0,1,0
509631,117,4,2,9,11,6,15,13,12,14,10,8,13
51097,1459,2,35,139,235,258,245,194,142,119,71,18,1
51311,410,25,28,20,13,14,12,32,57,51,77,48,33
51349,1114,2,15,44,91,53,100,138,151,212,246,56,6
51534,351,33,36,31,37,32,35,19,16,19,38,33,22
51536,728,61,44,34,80,63,69,89,74,50,49,68,47
51765,1184,0,8,47,218,218,125,98,73,226,145,24,2
51773,1158,29,40,61,145,115,99,81,88,109,203,151,37
517964,1,0,0,0,0,0,1,0,0,0,0,0,0
520381,2,0,0,0,0,1,0,0,1,0,0,0,0
520392,18,0,0,3,1,4,2,4,2,1,1,0,0
520398,108,0,0,0,5,4,44,49,5,1,0,0,0
520407,15,0,0,0,0,0,1,11,3,0,0,0,0
520456,1010,1,12,62,78,187,196,192,141,85,52,4,0
520457,314,0,2,19,81,59,59,76,17,1,0,0,0
52075,1807,2,4,50,82,76,114,177,387,534,316,57,8
52484,881,5,60,137,142,197,209,56,47,15,11,2,0
52773,949,0,0,5,40,183,102,116,451,48,4,0,0
53843,1043,16,31,55,77,53,71,109,125,180,196,108,22
53866,274,4,2,0,6,5,14,22,33,45,74,63,6
54009,60,0,0,0,2,1,12,28,13,4,0,0,0
54024,75,0,0,0,4,31,33,7,0,0,0,0,0
54081,13,0,0,0,2,6,5,0,0,0,0,0,0
55521,688,0,3,48,105,153,229,124,20,2,4,0,0
55626,5278,52,135,466,446,485,782,844,784,702,421,123,38
55641,765,0,0,0,34,111,132,172,162,115,33,6,0
55655,1021,3,1,23,69,116,152,208,164,187,86,10,2
55785,155,0,0,0,6,59,81,9,0,0,0,0,0
56243,1,0,0,0,0,0,1,0,0,0,0,0,0
56529,626,0,1,20,72,74,87,135,109,89,25,13,1
56776,578,1,20,136,102,96,197,25,0,0,0,0,1
57463,509,0,0,0,2,62,358,66,20,1,0,0,0
58468,80,0,0,0,0,0,1,16,55,8,0,0,0
58469,343,0,2,32,54,47,150,41,9,7,1,0,0
58472,68,0,0,2,5,10,25,18,4,3,1,0,0
58473,126,0,0,0,4,61,57,3,1,0,0,0,0
58474,69,0,0,16,32,19,2,0,0,0,0,0,0
58475,347,0,14,56,74,148,49,2,2,2,0,0,0
58476,1,0,0,0,0,0,1,0,0,0,0,0,0
58477,24,0,0,0,0,10,0,14,0,0,0,0,0
58478,414,0,0,1,37,35,23,105,137,69,7,0,0
58479,249,0,0,2,12,22,19,73,96,21,2,2,0
58481,846,5,2,3,9,40,196,161,281,113,35,1,0
58484,632,0,0,0,0,5,294,301,30,2,0,0,0
58495,66,0,0,0,0,0,0,0,28,38,0,0,0
58505,32,0,0,0,0,3,3,17,6,3,0,0,0
58506,187,0,0,0,3,10,41,49,58,23,3,0,0
58507,594,0,0,0,0,96,453,42,3,0,0,0,0
58508,33,0,0,0,0,0,3,30,0,0,0,0,0
58509,270,0,0,0,6,8,28,158,48,21,1,0,0
58510,107,0,0,0,1,2,10,79,14,1,0,0,0
58511,160,0,0,0,4,8,11,70,41,13,11,2,0
58513,210,0,0,0,0,4,86,117,3,0,0,0,0
58514,707,0,0,24,76,28,74,302,133,44,24,2,0
58516,43,0,0,1,5,23,14,0,0,0,0,0,0
58518,71,0,0,2,4,25,30,8,2,0,0,0,0
58519,232,0,0,0,4,12,87,86,36,4,3,0,0
58521,46,0,0,0,0,1,10,22,8,4,1,0,0
58522,31,0,0,0,0,0,1,30,0,0,0,0,0
58523,3631,18,61,142,352,408,407,669,788,533,193,36,24
58525,1682,1,8,31,96,196,178,389,553,194,32,3,1
58527,29,0,0,5,10,12,2,0,0,0,0,0,0
58531,824,2,4,8,13,32,67,142,152,245,127,32,0
58532,2300,34,84,115,226,147,188,255,275,334,493,126,23
58534,225,0,0,0,0,3,45,46,51,62,18,0,0
58536,49,0,0,0,0,0,0,33,15,1,0,0,0
58539,302,0,0,0,5,25,122,139,11,0,0,0,0
58541,125,0,0,0,0,6,21,86,11,1,0,0,0
58543,369,0,12,70,105,120,58,2,0,1,1,0,0
58550,142,1,0,5,40,81,15,0,0,0,0,0,0
58556,218,0,2,26,99,70,20,0,0,0,1,0,0
59118,33,1,3,13,10,1,4,1,0,0,0,0,0
59119,1422,12,33,88,256,209,236,234,134,82,76,50,12
59120,88,0,0,15,20,29,24,0,0,0,0,0,0
59123,76,0,0,0,1,7,28,24,15,1,0,0,0
59124,569,5,91,157,203,87,22,3,0,0,1,0,0
59125,106,0,0,0,1,31,65,9,0,0,0,0,0
59126,135,0,0,0,4,74,48,8,0,1,0,0,0
59127,140,1,0,2,5,6,16,18,41,24,25,2,0
59128,448,9,20,28,41,49,20,31,36,67,115,26,6
59134,94,0,0,0,1,38,27,26,2,0,0,0,0
59135,17,0,0,1,1,6,9,0,0,0,0,0,0
59136,54,0,0,1,0,13,34,6,0,0,0,0,0
59138,198,0,0,0,6,58,71,53,10,0,0,0,0
59144,43,0,0,1,3,4,15,13,7,0,0,0,0
59152,1081,7,11,20,69,171,170,178,157,124,88,68,18
59153,53,0,20,26,6,1,0,0,0,0,0,0,0
59159,112,0,0,0,3,53,54,1,0,1,0,0,0
59160,1,0,0,0,0,0,1,0,0,0,0,0,0
59165,139,1,3,5,5,5,4,5,39,46,26,0,0
59187,206,0,4,62,67,45,21,5,2,0,0,0,0
59188,678,4,30,95,181,106,84,44,39,39,44,9,3
59189,348,0,10,31,35,35,48,46,56,68,18,1,0
59190,218,0,0,4,20,38,24,32,36,34,30,0,0
59192,126,1,0,4,2,12,20,31,22,20,14,0,0
59193,19,0,0,0,4,11,2,0,0,2,0,0,0
59194,688,0,0,0,1,9,8,85,340,206,37,1,1
59195,511,4,8,14,17,18,24,50,85,88,132,66,5
60551,4809,2,19,224,428,452,512,1122,1516,468,58,6,2
60896,142,0,0,11,48,56,26,1,0,0,0,0,0
62500,469,13,12,22,23,24,27,35,42,51,110,65,45
62587,4,0,0,0,0,1,1,2,0,0,0,0,0
62974,1,0,0,0,0,0,0,0,0,0,0,1,0
67324,268,21,21,18,14,13,29,24,34,16,21,30,27
67435,822,29,14,13,14,8,24,49,111,149,265,97,49
67653,483,18,17,18,18,23,43,43,35,61,102,67,38
68232,383,2,5,38,59,29,34,39,82,63,27,5,0
68239,110,0,0,0,0,1,28,55,24,2,0,0,0
68263,779,7,11,44,70,93,109,115,124,112,61,23,10
68265,20,0,0,0,1,4,9,3,3,0,0,0,0
68275,254,23,7,18,15,23,25,37,34,22,24,14,12
68279,59,0,0,0,0,0,13,25,15,6,0,0,0
68281,7,0,0,0,0,0,2,3,0,2,0,0,0
69743,187,2,7,7,14,25,26,11,20,34,27,13,1
69824,77,0,0,0,0,0,17,25,28,7,0,0,0
69844,179,0,19,93,60,7,0,0,0,0,0,0,0
69852,8,0,0,4,2,1,1,0,0,0,0,0,0
69863,67,3,5,1,4,1,3,9,18,10,7,1,5
69940,882,41,22,33,40,56,72,94,112,119,158,98,37
69942,69,8,10,12,16,8,1,1,2,2,3,4,2
81559,2791,0,5,28,92,227,499,815,771,304,45,5,0
81566,70,0,0,0,0,0,33,36,1,0,0,0,0
81724,10,0,0,0,0,0,6,2,1,1,0,0,0
81726,2,0,0,0,0,1,1,0,0,0,0,0,0
81727,993,20,18,28,70,91,77,98,166,144,154,96,31
81729,161,0,0,2,9,25,40,45,34,4,2,0,0
81732,90,2,8,1,13,4,10,8,14,4,5,4,17
81734,92,0,0,0,0,2,4,32,38,16,0,0,0
81967,108,0,0,6,26,33,34,9,0,0,0,0,0
82481,333,2,61,97,59,36,38,24,14,2,0,0,0
82482,23,0,2,2,2,1,3,2,2,4,0,0,5
82792,599,0,3,4,4,31,117,205,160,69,5,1,0
82793,3,0,0,0,0,0,2,1,0,0,0,0,0
83086,532,0,5,43,115,71,129,85,60,19,5,0,0
83543,58,0,0,7,20,9,10,12,0,0,0,0,0
84239,656,3,34,118,142,97,89,95,30,40,8,0,0
84662,126,0,0,0,14,58,24,20,6,1,3,0,0
85024,1,0,0,0,0,0,0,0,0,1,0,0,0
85026,118,11,4,10,12,14,7,11,17,11,4,13,4
