"taxon_id","total","01","02","03","04","05","06","07","08","09","10","11","12"
246087,10,1,1,1,1,2,1,0,0,0,1,2,0
256363,2,0,0,0,0,1,0,1,0,0,0,0,0
256367,3,0,0,0,0,0,0,1,2,0,0,0,0
256369,20,0,0,0,0,0,1,5,7,4,3,0,0
256372,2,0,1,0,0,0,0,0,0,0,0,0,1
256377,1,1,0,0,0,0,0,0,0,0,0,0,0
257433,2,0,0,0,0,0,0,2,0,0,0,0,0
257436,4,0,0,0,1,0,1,1,1,0,0,0,0
257448,2,0,0,0,0,0,2,0,0,0,0,0,0
257472,2,0,0,0,0,0,0,0,0,0,0,2,0
257475,43,5,2,4,2,7,0,2,3,2,3,9,4
257499,3,0,0,0,0,1,0,0,0,0,2,0,0
257513,2,0,0,1,0,0,0,0,0,1,0,0,0
257516,24,4,1,0,3,0,0,0,0,0,0,7,9
257520,1,0,0,0,0,0,0,0,0,0,0,0,1
257534,3,0,0,0,0,0,0,0,0,0,0,3,0
257559,4,0,0,1,1,0,0,0,1,0,0,0,1
257562,4,0,0,0,0,0,0,1,1,1,0,1,0
257564,1,1,0,0,0,0,0,0,0,0,0,0,0
257566,3,0,0,0,0,0,0,1,0,0,1,1,0
257576,32,2,4,5,3,5,0,0,0,1,1,4,7
257577,1,0,0,0,0,0,0,1,0,0,0,0,0
257579,4,1,2,1,0,0,0,0,0,0,0,0,0
257580,5,0,0,0,0,0,0,0,0,3,1,1,0
257592,1,0,0,0,0,0,0,0,0,0,0,1,0
257606,2,0,0,0,0,0,0,0,1,1,0,0,0
257607,5,0,1,0,1,1,0,0,1,0,0,0,1
257621,7,1,0,0,1,0,0,1,1,1,1,1,0
257625,2,0,0,1,0,0,0,0,0,0,0,0,1
257631,6,1,0,0,0,0,1,1,0,1,1,1,0
257633,2,0,0,0,0,0,2,0,0,0,0,0,0
257634,51,0,0,1,0,1,5,5,20,14,3,1,1
257635,22,0,0,0,1,0,1,7,7,5,0,1,0
257636,35,2,4,1,2,2,1,0,3,4,3,6,7
257639,1,1,0,0,0,0,0,0,0,0,0,0,0
257643,2,0,1,0,0,0,0,0,0,0,0,1,0
257648,6,0,0,1,0,1,1,0,1,0,1,1,0
257651,3,0,0,0,0,1,1,0,0,0,0,1,0
257673,19,0,4,3,1,2,4,1,1,0,1,0,2
257675,8,0,0,1,0,0,0,3,0,0,1,3,0
257676,4,1,0,1,0,0,0,0,0,0,0,2,0
257679,4,0,0,0,0,0,0,3,0,1,0,0,0
257683,7,0,0,0,0,0,3,0,1,1,1,1,0
257689,3,0,0,1,0,1,1,0,0,0,0,0,0
257691,6,0,0,0,0,2,0,0,0,3,1,0,0
257694,1,0,0,0,0,0,1,0,0,0,0,0,0
257699,1,0,0,0,0,0,0,0,1,0,0,0,0
257700,4,0,0,0,0,2,1,1,0,0,0,0,0
257707,78,3,3,7,10,3,3,7,4,6,9,10,13
257708,2,0,0,0,0,0,0,0,1,1,0,0,0
257715,2,1,0,0,0,1,0,0,0,0,0,0,0
257717,19,1,0,0,2,1,0,4,3,1,2,5,0
257718,10,0,0,1,5,0,1,1,2,0,0,0,0
257720,3,0,0,0,0,1,1,0,0,0,0,1,0
257724,42,2,0,2,1,8,3,10,4,5,3,2,2
257725,8,0,0,0,0,2,0,0,0,1,3,1,1
257726,12,0,0,1,1,0,1,3,1,0,3,2,0
257741,9,0,0,0,0,0,0,0,2,2,1,3,1
257744,2,0,0,0,1,0,0,0,1,0,0,0,0
257748,21,0,0,3,0,2,1,5,1,3,2,3,1
257749,3,0,0,0,0,0,0,0,2,0,0,0,1
257753,4,0,1,1,0,0,0,0,0,1,0,0,1
257758,2,0,1,0,0,0,0,0,0,0,0,1,0
257761,74,1,5,3,6,5,1,7,7,9,7,16,7
257762,7,0,0,0,0,0,0,4,1,0,2,0,0
257766,10,1,0,0,1,0,0,2,4,0,1,0,1
257768,10,0,0,1,0,1,3,1,2,1,0,1,0
257771,1,0,0,0,0,0,1,0,0,0,0,0,0
257773,3,0,0,0,0,0,1,0,0,1,0,0,1
257783,16,1,0,4,0,1,0,1,2,0,2,1,4
257785,6,1,0,1,0,2,1,0,0,0,1,0,0
257787,2,0,0,0,0,0,0,0,0,0,0,0,2
257791,2,0,0,0,0,0,0,0,0,1,0,0,1
257794,14,0,0,2,0,1,0,4,3,0,1,2,1
257795,16,0,1,0,0,0,1,7,3,0,1,2,1
257796,2,0,0,0,0,0,0,0,1,1,0,0,0
257798,4,1,0,1,0,0,0,0,0,0,0,2,0
257806,10,0,0,1,1,0,0,2,0,2,1,1,2
257810,6,0,0,1,0,0,0,2,1,1,0,0,1
257817,55,1,4,1,3,3,1,7,4,14,8,6,3
257819,8,0,0,1,0,0,0,1,1,2,1,0,2
257820,2,0,0,0,0,0,0,0,0,2,0,0,0
257822,1,0,0,0,0,0,0,1,0,0,0,0,0
257824,15,0,0,0,0,1,0,0,3,1,10,0,0
257859,1,0,0,0,0,0,0,0,0,1,0,0,0
257865,11,1,1,0,3,1,1,0,3,0,1,0,0
257913,4,0,0,0,0,0,0,0,0,0,1,2,1
257925,6,0,0,0,0,0,3,2,1,0,0,0,0
257932,89,10,2,9,8,5,7,8,12,11,7,2,8
257933,4,0,0,1,0,1,0,1,0,1,0,0,0
257934,4,1,0,0,1,0,0,0,1,1,0,0,0
257937,4,0,1,0,1,0,0,0,0,2,0,0,0
257938,2,0,0,0,0,0,0,2,0,0,0,0,0
257939,12,6,1,0,2,0,1,2,0,0,0,0,0
257940,1,0,0,0,0,0,0,0,0,0,0,0,1
257945,11,0,0,1,1,1,0,0,1,1,5,1,0
257967,6,0,0,0,1,0,0,4,0,1,0,0,0
257968,2,0,0,0,0,0,0,0,1,1,0,0,0
257969,2,0,0,0,0,0,0,0,1,1,0,0,0
257992,1,0,0,0,0,0,1,0,0,0,0,0,0
258013,5,0,0,0,1,0,2,1,0,0,0,0,1
258028,1,0,1,0,0,0,0,0,0,0,0,0,0
258048,2,0,0,0,0,0,0,0,0,2,0,0,0
258065,6,0,0,0,1,1,1,0,1,1,1,0,0
258067,2,0,0,0,1,1,0,0,0,0,0,0,0
258080,17,1,1,5,1,0,1,1,0,3,1,1,2
258094,1,1,0,0,0,0,0,0,0,0,0,0,0
258145,9,0,0,0,1,1,0,5,1,1,0,0,0
258146,30,0,0,0,2,2,3,6,6,4,1,5,1
258150,2,0,0,0,0,0,0,2,0,0,0,0,0
258168,3,1,0,0,1,0,1,0,0,0,0,0,0
258170,14,0,0,2,0,2,1,4,1,2,2,0,0
258176,13,0,0,0,1,2,0,0,6,2,2,0,0
258178,5,1,0,1,0,0,0,1,1,1,0,0,0
258181,8,0,0,0,1,1,2,0,0,2,1,0,1
258185,30,4,0,1,1,1,0,0,3,3,8,3,6
258187,1,0,0,0,0,0,0,1,0,0,0,0,0
258189,29,6,5,4,4,0,1,2,1,1,2,1,2
